len,entropy,digit_p,alpha_p,vowel_p,special_p,sub_count,max_cons,query,label,attack_tag,qtype,llm_prediction,llm_reasoning
24,3.752,0.227,0.773,0.273,0.0,2,2,fd21u2o3pd6.attacco.test,1,2,AAAA,1,"Il qtype AAAA e la stringa di 24 caratteri con entropia 3.75, ricca di cifre, indicano un possibile utilizzo di record IP per trasportare payload codificati, tipico di tunneling/data exfiltration.  
CLASSE: 1"
44,4.315,0.214,0.786,0.262,0.0,2,3,kp1eyl2b9fki6kof5yks7ai3obomk02.attacco.test,1,2,A,2,"Il record è di tipo A, tipico dei domini di comando‑e‑controllo; la prima etichetta è lunga (≈32 caratteri) e con entropia 4.3, ricca di caratteri alfanumerici e priva di parole leggibili, indicatore di DGA. Non si osservano le estremità di lunghezza tipiche del tunneling né pattern di brand.  
CLASSE: 2"
37,4.432,0.28600000000000003,0.714,0.171,0.0,2,3,i2vg05lri178n3mz5rz57fdd.attacco.test,1,2,A,2,"Il tipo A è tipico dei record legittimi, ma la lunghezza media (37) e l’entropia elevata (4.43) insieme a una stringa quasi casuale ricca di cifre indicano un dominio generato automaticamente piuttosto che un nome leggibile. La presenza di soli due sottodomini e l'assenza di caratteri speciali rafforza l'ipotesi di DGA.

CLASSE: 2"
27,4.282,0.192,0.6920000000000001,0.154,0.115,1,3,xn--myfitnespa-j0b5950g.com,1,3,A,3,"Il record è di tipo A (normale), ma il dominio è in punycode (xn--) e rappresenta una variante non pronunciabile di “myfitness”, tipica di typosquatting; lunghezza 27 ed entropia 4.28 non suggeriscono DGA né tunneling.  
CLASSE: 3"
59,4.564,0.193,0.807,0.123,0.0,2,7,ycbwqph5xqq9g3jg6rmcb707pbwecpbm4pb5izcr03bfxi.attacco.test,1,2,AAAA,2,"Il tipo AAAA indica un record IP (non tipico per tunneling TXT) e la lunghezza estrema (59) unita a un’alta entropia (4.56) suggeriscono una stringa generata casualmente; i pochi sottodomini e la bassa percentuale di vocali rafforzano il profilo di un dominio DGA.  

CLASSE: 2"
25,4.023,0.167,0.708,0.167,0.125,1,5,xn--bookmysh-qsb4806e.com,1,3,A,3,"Il dominio è in punycode (xn--) e richiama il brand “bookmyshow” con una leggera variazione, tipico di impersonation/typosquatting; la lunghezza moderata, l’entropia non eccessiva e il record A non suggeriscono tunneling o DGA.  
CLASSE: 3"
28,4.28,0.222,0.667,0.222,0.111,1,3,xn--thtiralfeed-86a4969g.com,1,3,A,3,"Il dominio è in Punycode (xn--...), tipico di homograph/typosquatting; il record A è normale, ma la lunghezza e l’entropia moderata con molti caratteri non‑alfabetici indicano un nome artificiale volto a imitare un brand legittimo.  

CLASSE: 3"
12,3.252,0.0,1.0,0.4,0.0,2,2,dreanm.co.id,1,3,A,0,"Il record è di tipo A (tipico per host legittimi), la lunghezza è moderata (12) e l’entropia (3.25) non è estremamente alta, quindi non mostra i pattern di lunghe stringhe codificate o di domini totalmente casuali.  

CLASSE: 0"
52,4.48,0.24,0.76,0.18,0.0,2,6,4c4a84pzyyjy3dutcg537u33cunxikwpnhj64qg.attacco.test,1,2,AAAA,2,"Il record AAAA è tipico del traffico legittimo, ma il sotto‑dominio è lungo (52 char), con alta entropia (4,48) e aspetto casuale, tipico di DGA più che di tunneling o typo‑squatting. Non è un TXT né una stringa estremamente lunga, quindi la classe più aderente è quella DGA.  
CLASSE: 2"
40,4.125,0.23700000000000002,0.763,0.184,0.0,2,7,i43fexgqcllb4gcp6t6r4lye624.attacco.test,1,2,AAAA,0,"Il record AAAA è tipico di risoluzioni legittime; la lunghezza 40 e l'entropia 4.125, seppur elevate, non raggiungono i valori estremi tipici di tunneling o DGA, e non vi sono segnali di typosquatting.  
CLASSE: 0"
51,4.241,0.0,1.0,0.229,0.0,3,7,csubyhtiggcvxxquhpbcudnanwltsu.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con elevata sequenza di consonanti indica un payload codificato trasportato in DNS; la lunghezza e l’entropia moderata sono tipiche dei canali di tunneling.  
La struttura non appare come un DGA classico ma come un tentativo di esfiltrazione dati.  
CLASSE: 1"
20,3.384,0.0,1.0,0.316,0.0,1,2,marcusmillichamp.com,0,0,AAAA,0,"Il record AA​AA indica un normale puntamento a indirizzo IPv6; la lunghezza di 20 caratteri e l’entropia relativamente bassa (3.38) sono tipiche di domini leggibili e non casuali; inoltre la presenza di una sola sotto‑dominio e una quota equilibrata di vocali conferma la natura legittima.  

CLASSE: 0"
62,4.815,0.2,0.8,0.2,0.0,2,6,cbjzpg4w9tsilj0m66fr8olvz3auh62e6sjnekwny2xams5xo.attacco.test,1,2,A,1,"Il record è di tipo A, ma il primo label è estremamente lungo (≈53 caratteri) con alta entropia (≈4.8) e caratteri quasi tutti casuali, tipico di un payload incapsulato per tunneling/exfiltration.  
Il numero di sottodomini è ridotto (2) e non vi sono pattern di brand o parole reali, quindi non è un DGA né typosquatting.

CLASSE: 1"
51,4.322,0.0,1.0,0.20800000000000002,0.0,3,9,fwnqqrxqcevgcrciirwlxnhyoochjy.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e la stringa è estremamente lunga (51 caratteri), tipico dei canali di tunneling che usano TXT per trasportare dati codificati. L’entropia (4.322) è alta e la sequenza di consonanti (9) indica un contenuto quasi casuale, coerente con un payload di esfiltrazione.  
CLASSE: 1"
24,3.887,0.13,0.739,0.17400000000000002,0.13,1,4,xn--nstructur-j4a54w.com,1,3,A,3,"Il dominio è in Punycode (xn--...), tipico di IDN usati per impersonare marchi (es. “instructure”), ha una lunghezza moderata e un’entropia non eccessiva, mentre il record A è comune per siti legittimi. Queste caratteristiche indicano un possibile caso di typosquatting/impersonation.  
CLASSE: 3"
27,4.088,0.16,0.84,0.2,0.0,2,4,hfllurv20jq83v.attacco.test,1,2,AAAA,0,"Il record è di tipo AAAA, tipico dei normali lookup IP; la lunghezza di 27 caratteri e l’entropia 4.09 sono nella media per domini legittimi.  
Non vi sono segnali di tunneling, DGA o typosquatting.  
CLASSE: 0"
51,4.312,0.0,1.0,0.25,0.0,3,10,bhlhuahjaconrpkzofawcmvhdkrbgu.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa molto lunga (51 caratteri) e un’entropia elevata (4.312), tipici di payload codificati usati per tunneling o esfiltrazione di dati.  
CLASSE: 1"
15,3.323,0.0,1.0,0.385,0.0,2,3,www.guiaroja.mx,0,0,AAAA,0,"Il tipo AAAA indica un normale record IPv6, la lunghezza (15) e l’entropia (3.3) sono tipiche di domini leggibili (“guiaroja”) senza cifre né caratteri speciali, coerenti con traffico legittimo.  
CLASSE: 0"
23,3.675,0.0,1.0,0.35000000000000003,0.0,3,3,www.elagricultor.com.es,0,0,A,0,"Il record è di tipo A, la lunghezza è moderata (23) e l’entropia è bassa (≈3.7), tipiche di domini leggibili e non randomizzati. Non vi sono anomalie strutturali né uso di record TXT lunghi.  
CLASSE: 0"
28,3.437,0.522,0.435,0.17400000000000002,0.043000000000000003,5,3,131.202.217.217.in-addr.arpa,0,0,AAAA,0,"Le caratteristiche (tipo AAAA, lunghezza moderata, bassa entropia, alto tasso di cifre e struttura tipica di un dominio inverso) corrispondono a traffico DNS legittimo per una query di reverse‑lookup.  

CLASSE: 0"
26,3.533,0.182,0.773,0.273,0.045,4,3,netra120-4.otts.ru.otts.ru,0,0,AAAA,0,"Il record AAAA è tipico del traffico legittimo; la lunghezza (26) e l’entropia (3.53) sono moderate, senza sequenze anomale di caratteri o elevato uso di cifre. Non emergono pattern di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
29,4.073,0.148,0.852,0.296,0.0,2,3,4ievj9aqbh8o1gzq.attacco.test,1,2,AAAA,2,"Il record AAAA è tipico di traffico legittimo, ma la prima etichetta “4ievj9aqbh8o1gzq” (16 caratteri, entropia 4.07, senza caratteri speciali) appare casuale e con pochi sottodomini, caratteristiche tipiche di un DGA.  

CLASSE: 2"
18,3.572,0.0,1.0,0.312,0.0,2,3,www.paygonline.com,0,0,A,0,"Il record di tipo A, la lunghezza moderata (18) e un’entropia intorno a 3.5 indicano una stringa leggibile e non casuale; la percentuale di vocali è tipica di parole reali.  
CLASSE: 0"
35,4.147,0.152,0.848,0.182,0.0,2,13,ow9525kljlwjxfrknvm2ot.attacco.test,1,2,AAAA,0,"Il record è di tipo AAAA, tipico dei normali indirizzi IP, e la lunghezza (35) e l’entropia (4.15) non sono così elevate da suggerire un dominio DGA o un tunnel dati. Inoltre il dominio di secondo livello “attacco.test” è leggibile, indicando un uso legittimo.

CLASSE: 0"
26,3.456,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,195.112.17.95.in-addr.arpa,0,0,A,0,"Il dominio è una tipica reverse‑DNS (IP‑in‑addr.arpa) con struttura standard; lunghezza 26 e entropia 3.456 sono basse, con alta presenza di cifre, tipiche di traffico legittimo.  
CLASSE: 0"
19,3.682,0.167,0.667,0.278,0.167,1,2,xn--nuce-0pa85a.com,1,3,A,3,"Il dominio è in punycode (xn--...), tipico degli IDN usati per typosquatting; la lunghezza è moderata e l’entropia non è elevata, mentre il record A è comune per host legittimi. Queste caratteristiche corrispondono alla classe di domini che imitano brand o usano caratteri speciali.

CLASSE: 3"
27,3.5,0.5,0.455,0.182,0.045,5,3,106.66.177.190.in-addr.arpa,0,0,A,0,"Il tipo A per un nome reverse‑DNS (in‑addr.arpa) è tipico di risoluzioni legittime; la lunghezza 27 e l’entropia 3,5 sono basse, coerenti con parole di senso compiuto e nessuna anomalia.  
CLASSE: 0"
18,3.795,0.0,1.0,0.353,0.0,1,3,reddituploadsb.com,1,3,A,0,"Il record A, la lunghezza moderata (18) e l’entropia contenuta (≈3.8) indicano un dominio leggibile, con una parola riconoscibile “reddit”, senza pattern tipici di tunneling o DGA.  
Pertanto rientra nella categoria di traffico normale.  

CLASSE: 0"
21,3.499,0.053,0.9470000000000001,0.263,0.0,2,6,zrhprl0a.attacco.test,1,2,A,0,"Il record è di tipo A, la lunghezza (21) è nella media e l'entropia (3,5) non indica una stringa altamente casuale; il dominio appare come un normale sotto‑dominio di “attacco.test”.  
CLASSE: 0"
36,4.371,0.324,0.676,0.11800000000000001,0.0,2,4,xmmx2109m717p8ddyw86nb5.attacco.test,1,2,AAAA,0,"La presenza di record AAAA (IPv6) è tipica di domini legittimi; la lunghezza di 36 caratteri e un’entropia di 4.37 non indicano stringhe casuali né payload estremi, mentre i sottodomini sono pochi e la stringa contiene parole comprensibili.  

CLASSE: 0"
27,3.676,0.5,0.455,0.182,0.045,5,3,90.164.123.201.in-addr.arpa,0,0,AAAA,0,"Il qtype AAAA è insolito per un reverse‑IPv4 ma la lunghezza (27) e l’entropia (3.68) rientrano nei valori tipici di un record legittimo; i 5 sotto‑domini rappresentano gli ottetti dell’IP.  
CLASSE: 0"
29,4.159,0.14300000000000002,0.75,0.28600000000000003,0.107,1,2,xn--tutorialsoit-vec7525h.com,1,3,A,3,"Il record è di tipo A, la lunghezza (29) e l’entropia (4.16) sono tipiche di domini non‑maligni, ma il prefisso xn-- indica un dominio IDN potenzialmente usato per homograph/typosquatting.  
CLASSE: 3"
16,3.328,0.5,0.5,0.214,0.0,2,1,d2114919.xoom.it,0,0,A,0,"Il record A di lunghezza moderata (16) con entropia relativamente bassa (3.328) e un sottodominio numerico ma leggibile suggerisce un dominio legittimo (xoom.it) piuttosto che un pattern DGA o di tunneling.  
CLASSE: 0"
57,4.734,0.327,0.673,0.127,0.0,2,10,f91o1vu94qb0bhiqw575kl584t99wd4367kfqmsgrmrm.attacco.test,1,2,AAAA,2,"Il record è di tipo AAAA, tipico di domini legittimi, ma la lunghezza 57 e l’alta entropia 4.734 (con lunghi tratti di consonanti e molte cifre) indicano un nome generato casualmente, tipico di DGA.  
CLASSE: 2"
51,4.329,0.0,1.0,0.229,0.0,3,10,otovikwbgbmpistpfveotdkbxfcdby.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT, con una stringa molto lunga (51 caratteri) e alta entropia (4.33), tipica di payload codificati per tunneling; la struttura casuale e l'assenza di pattern leggibili lo escludono da domini legittimi o DGA brevi.  
Pertanto rientra nella categoria di Tunneling / Data Exfiltration.  
CLASSE: 1"
15,3.24,0.07100000000000001,0.929,0.214,0.0,1,3,techc4runch.com,1,3,A,0,"Il dominio contiene una parola leggibile (“techc4runch”), utilizza un record A, ha lunghezza moderata (15) e bassa entropia (3.24), tipiche di traffico legittimo.  
CLASSE: 0"
15,3.374,0.0,1.0,0.357,0.0,1,2,retyilmenot.com,1,3,A,0,"Il record A e la lunghezza moderata (15) con entropia 3.37 indicano un dominio tipico, non estremamente casuale né anormalmente lungo; la presenza di vocali e la bassa sequenza di consonanti suggeriscono un nome leggibile.  

CLASSE: 0"
51,4.4,0.0,1.0,0.146,0.0,3,20,vxfyxtjykwtwprrccrvfoetgzfkymy.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con alta entropia (4.4) e una sequenza di consonanti estremamente lunga (20), tipiche di payload codificati usati per tunneling/exfiltration. La combinazione di qtype TXT, lunghezza estrema e bassa percentuale di vocali indica chiaramente un uso di dominio per trasferire dati.

CLASSE: 1"
25,3.833,0.042,0.833,0.125,0.125,1,5,xn--brightoncllc-nt1f.com,1,3,A,3,"Il record A di tipo standard e la lunghezza/modesta entropia non indicano tunneling né DGA; la presenza del prefisso punycode “xn--” suggerisce un dominio IDN usato per imitare un brand legittimo.  

CLASSE: 3"
10,2.922,0.0,1.0,0.444,0.0,1,2,offibe.com,1,3,A,0,"Il record è di tipo A, con lunghezza moderata (10) e bassa entropia (2.9), il nome “offibe” sembra una parola leggibile e non presenta anomalie strutturali.  

CLASSE: 0"
36,3.951,0.121,0.788,0.152,0.091,3,4,xn--blspot-qbc5476c.com.blogspot.com,1,3,A,0,"Tipo A, lunghezza e entropia nella norma; il punycode è un sottodominio legittimo di blogspot.com, tipico di un dominio IDN regolare.  
CLASSE: 0"
37,4.486,0.14300000000000002,0.857,0.257,0.0,2,4,6dhln2ujy5eippedqifvs90z.attacco.test,1,2,A,2,"Il record A indica uso legittimo, ma la label iniziale è una stringa casuale di 23 caratteri con alta entropia (4.486) e pochi sottodomini, tipica di domini DGA.  
CLASSE: 2"
11,3.459,0.0,1.0,0.30000000000000004,0.0,1,3,synutra.com,0,0,A,0,"Il record è di tipo A, tipico per host legittimi, con lunghezza moderata (11) e bassa entropia (3.459), e il nome appare leggibile senza sequenze anomale. Non ci sono indicatori di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
28,3.625,0.522,0.435,0.17400000000000002,0.043000000000000003,5,3,194.153.144.186.in-addr.arpa,0,0,A,0,"La query è per un nome reverse‑DNS standard (`*.in-addr.arpa`) con tipo A, lunghezza moderata (28) e bassa entropia (3.6), tipica di domini legittimi e senza pattern di tunneling o DGA.  

CLASSE: 0"
51,4.52,0.0,1.0,0.20800000000000002,0.0,3,11,ujdlhykcmtfpivedlkzpnognjysgqe.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa estremamente lunga (51 caratteri) e alta entropia (4.52), tipica di payload codificati usati per tunneling/exfiltration; la sequenza di consonanti e la scarsa presenza di vocali indicano dati casuali piuttosto che un dominio legittimo.  

CLASSE: 1"
51,4.353,0.0,1.0,0.146,0.0,3,15,egchrvxjgybxxkadyqplxmwtbchyqs.sandbox.alphasoc.xyz,1,1,TXT,1,"Il dominio è un sotto‑dominio molto lungo (31 caratteri) con alta entropia (4.35) e viene interrogato con record TXT, tipico dei canali di tunneling/exfiltration di dati. La combinazione di lunghezza estrema, entropy elevata e tipo TXT corrisponde alla classe 1.  
CLASSE: 1"
11,3.278,0.0,1.0,0.2,0.0,1,4,sxcribd.com,1,3,A,3,"Il record è di tipo A, con lunghezza 11 e bassa entropia (3.28), caratteristiche tipiche di domini leggibili. Il nome “sxcribd” è una variazione di “scribd.com”, tipico caso di typosquatting.  
CLASSE: 3"
51,4.211,0.0,1.0,0.167,0.0,3,10,vwlhandskdcvmelkcjnjqnxvelhjsd.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con alta entropia (4.21) e una sequenza di 10 consonanti indica un payload codificato tipico del tunneling/exfiltration, non un dominio DGA normale.  
La lunghezza estrema e l’uso di TXT lo collocano nella classe di data‑exfiltration.  

CLASSE: 1"
51,4.366,0.0,1.0,0.229,0.0,3,17,imwoonlrvrkrylfgyfympcoisqelnr.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con alta entropia (4.366) e una sequenza di consonanti estremamente lunga (17), tipica di payload codificati usati per tunneling/exfiltration. La presenza di soli tre sottodomini e l’assenza di vocali o cifre rafforza l’indicazione di un dominio generato per trasportare dati, non per uso legittimo.

CLASSE: 1"
25,3.559,0.45,0.5,0.2,0.05,5,3,42.191.10.95.in-addr.arpa,0,0,A,0,"Il dominio è un tipico reverse‑DNS (IP‑in‑addr.arpa) con qtype A, lunghezza moderata e entropia bassa; non presenta anomalie né stringhe casuali né lunghe sequenze codificate.  
CLASSE: 0"
11,3.096,0.0,1.0,0.30000000000000004,0.0,1,2,dropdav.com,0,0,AAAA,0,"Il tipo di record AA AAA indica un normale record IPv6, la lunghezza di 11 caratteri e l’entropia moderata (3.1) sono tipici di domini leggibili e non casuali. Non vi sono sequenze anomale di consonanti, cifre o caratteri speciali, né lunghezze estreme tipiche di tunneling o DGA.  
CLASSE: 0"
25,3.814,0.13,0.739,0.304,0.13,2,3,adidas.xn--tml-2oa91a.com,1,3,A,3,"La query A è tipica di normale risoluzione, ma il sottodominio Punycode (xn--…) che nasconde “adidas” suggerisce un homograph/typosquatting; la lunghezza 25 e l’entropia 3.8 non sono né estremamente lunghe né altamente casuali.  
CLASSE: 3"
55,4.459,0.264,0.736,0.151,0.0,2,6,6kqbyx303bhmm3yderbtwlq0c6ke88lc12c0b7jaa0.attacco.test,1,2,A,2,"Il record è di tipo A, ma la lunghezza 55 e l'entropia 4.459 mostrano una stringa ad alta casualità tipica dei domini generati da DGA; non è estremamente lungo né usa TXT, quindi non è tunneling.  
CLASSE: 2"
26,3.763,0.125,0.875,0.25,0.0,2,3,tx9d7daohvj5n.attacco.test,1,2,A,2,"Il tipo A è comune, ma il sottodominio “tx9d7daohvj5n” è una stringa casuale di 13 caratteri con alta entropia (3.76) e nessuna parola leggibile, tipico dei domini generati da DGA.  
Non presenta le lunghezze estreme dei tunneling né errori tipografici di brand.

CLASSE: 2"
26,3.533,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,112.16.156.93.in-addr.arpa,0,0,A,0,"L'uso di record A per un nome reverse‑DNS (in‑addr.arpa) con lunghezza moderata (26) e entropia media (3.5) è tipico del traffico legittimo; non vi sono segnali di tunneling, DGA o typosquatting.  
CLASSE: 0"
8,3.0,0.0,1.0,0.28600000000000003,0.0,1,2,nkih.gov,1,3,A,0,"Il record è di tipo A, tipico per host legittimi; la lunghezza è breve (8) e l’entropia è bassa (3.0), indicando un nome leggibile, non casuale né estremamente lungo.  
CLASSE: 0"
51,4.302,0.0,1.0,0.229,0.0,3,12,fimcuajmxowfcvfcpvtcmtuhfonmkh.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record è di tipo TXT, tipico di canali di data‑exfiltration, ma la lunghezza (51) è moderata e la stringa è altamente aleatoria (entropia 4.30, 12 consonanti consecutive, poche vocali), caratteristiche tipiche di un dominio generato da DGA.  
CLASSE: 2"
23,3.708,0.14300000000000002,0.857,0.28600000000000003,0.0,2,2,e35xg6qiyc.attacco.test,1,2,A,2,"Il record è di tipo **A** (normale per host), ma il primo label “e35xg6qiyc” è una stringa casuale di 10 caratteri con entropia 3.708, alta per una lunghezza media e senza vocali o parole di senso; pochi sottodomini suggeriscono un generatore DGA.  

**CLASSE: 2**"
51,4.422,0.0,1.0,0.229,0.0,3,10,wflcrvihpisvmescoirkknhjzgjhol.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa molto lunga (51 caratteri) e un’entropia elevata (4.42), tipica di payload codificati per tunneling; la presenza di pochi sottodomini e l’alta concentrazione di consonanti rafforzano l’ipotesi di esfiltrazione dati.  
CLASSE: 1"
28,3.6550000000000002,0.038,0.962,0.34600000000000003,0.0,2,2,spoycaj0nseyiik.attacco.test,1,2,A,2,"Record A legittimo, ma il nome host è una stringa apparentemente casuale (28 caratteri, entropia 3.65) con pochi sottodomini, tipico di domini generati da DGA.  
CLASSE: 2"
24,3.887,0.17400000000000002,0.652,0.217,0.17400000000000002,1,3,xn--lst-manag-34a90e.com,1,3,A,3,"Il dominio è in punycode (xn--), tipico per IDN usati in typosquatting; la lunghezza è moderata (24) e l’entropia (3.887) non è estremamente alta, mentre il record A è comune per siti web legittimi o falsi.  
Queste caratteristiche indicano un possibile tentativo di imitare un brand legittimo piuttosto che traffico di tunneling o DGA.  
CLASSE: 3"
32,3.965,0.233,0.767,0.2,0.0,2,6,849jbaqbylft77ba0c1.attacco.test,1,2,AAAA,0,"Lunghezza moderata, entropia non eccessiva e tipo di record AAaa (tipico per host legittimi) indicano un dominio di uso normale; non presenta caratteristiche di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
20,2.946,0.0,0.9470000000000001,0.263,0.053,1,3,consta-ntcontact.com,1,3,A,0,"Il record è di tipo **A**, tipico dei domini legittimi; la lunghezza (20) e l'entropia (≈2.9) sono coerenti con parole di senso compiuto e non indicano payload o stringhe casuali. La presenza di un solo sottodominio e di pochi caratteri speciali rafforza la natura normale del dominio.  
CLASSE: 0"
51,4.383,0.0,1.0,0.312,0.0,3,8,kzhdpbcfuieazrohvelpqeomikrrem.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT, tipico per incanalare payload; la stringa è molto lunga (51 caratteri) e ha alta entropia (4.38), risultando quasi incomprensibile e ricca di consonanti, caratteristiche tipiche di tunneling/exfiltration.  
CLASSE: 1"
51,4.194,0.0,1.0,0.271,0.0,3,9,cweototxzhuvcotaecjxofqdchwfdd.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri contiene una sottodomain lunghissima (32 caratteri) con alta entropia (4.19) e pochissime vocali, tipico di payload codificati usati per tunneling/exfiltration.  

CLASSE: 1"
51,4.314,0.0,1.0,0.20800000000000002,0.0,3,13,ofnihfgxnqcsnqzzluntqtmuqnkord.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT con una stringa lunga 51 caratteri, alta entropia (4.31) e una sequenza di 13 consonanti suggerisce un payload codificato tipico del tunneling/exfiltration. La struttura con più sottodomini non è tipica dei DGA, ma il tipo e la lunghezza indicano uso malevolo per trasporto dati.  
CLASSE: 1"
26,3.9210000000000003,0.08,0.8,0.28,0.12,1,3,xn--tewathseries-odb77f.to,1,3,A,3,"Il dominio è in punycode (xn--), tipico di impersonificazione IDN; la lunghezza è media e l’entropia (≈3.9) non è elevata come per DGA o tunneling, mentre il record A è comune per host “normali” usati in typosquatting.  

CLASSE: 3"
13,2.873,0.0,1.0,0.273,0.0,2,3,www.rorta.net,0,0,AAAA,0,"Record AAAA, lunghezza 13 e bassa entropia (2.87) tipici di dominio legittimo; non presenta caratteristiche di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
9,2.948,0.0,1.0,0.375,0.0,1,2,sohbu.com,1,3,A,0,"Il record di tipo A, la breve lunghezza (9 caratteri) e l’entropia moderata (≈2.9) indicano un nome di dominio leggibile e non artificiale, senza pattern tipici di tunneling o DGA. La presenza di una sola etichetta e l’assenza di cifre o caratteri speciali confermano la normalità.

CLASSE: 0"
29,4.047,0.074,0.926,0.259,0.0,2,3,tjdelivery10.trafficjunky.net,0,0,A,0,"Il record A ha lunghezza media (29) e entropia moderata (4.0), ma il nome contiene parole leggibili e riconoscibili (tjdelivery, trafficjunky), tipiche di un sottodominio legittimo.  
CLASSE: 0"
17,3.455,0.125,0.6880000000000001,0.062,0.188,1,2,xn--ny0st-0tb.com,1,3,A,3,"Il dominio è in punycode (xn--...), tipico di IDN usati per impersonare brand; la query A, lunghezza moderata (17) e entropia non estrema (3.455) non indicano tunneling o DGA.  

CLASSE: 3"
31,4.156,0.31,0.6900000000000001,0.138,0.0,2,3,9nj6dqf1d5y5534mn6.attacco.test,1,2,AAAA,0,"Il record AAAA è tipico di traffico legittimo (IPv6) e la lunghezza 31 con entropia 4.156 non indica una stringa estremamente casuale; i sottodomini sono pochi e non vi sono caratteri speciali.  
CLASSE: 0"
51,4.241,0.0,1.0,0.25,0.0,3,9,ocsvqunvacgxzxiyqnizrzgjxgwjao.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa molto lunga (51 caratteri) e un’entropia elevata (≈4.24), tipici di payload codificati usati per tunneling o esfiltrazione dati. La presenza di molti consonanti consecutivi e la scarsa presenza di vocali rafforza l’idea di dati binari trasformati in testo.

CLASSE: 1"
11,2.914,0.0,1.0,0.5,0.0,1,2,corrieve.it,1,3,A,0,"Tipo A, lunghezza breve (11) e entropia moderata (~2.9) tipica di parole leggibili; la presenza di vocali e consonanti normali suggerisce un dominio legittimo.  
CLASSE: 0"
25,3.863,0.0,1.0,0.273,0.0,3,5,www.butterflymodels.co.uk,0,0,AAAA,0,"Il record AAAA, la lunghezza moderata (25) e l’entropia relativamente bassa indicano un nome leggibile e tipico di un dominio legittimo; non ci sono pattern di lunghezze estreme o alta casualità.  
CLASSE: 0"
51,4.312,0.0,1.0,0.20800000000000002,0.0,3,18,ionmefvjdmpmbqxrdqmkmvsobjaqzq.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con alta entropia (4.312) e una sequenza di 18 consonanti indica un payload codificato tipico del tunneling/exfiltration, non un normale nome di dominio. La lunghezza estrema e il tipo di record lo collocano nella classe di tunneling.

CLASSE: 1"
16,3.453,0.0,0.929,0.429,0.07100000000000001,2,3,www.ikea-usa.com,0,0,A,0,"Il record di tipo A e la lunghezza moderata (16) con entropia bassa (3.45) sono tipici di domini legittimi; la composizione di vocali/consonanti è naturale.  
Non ci sono segnali di tunneling, DGA né di typo‑squatting.  

CLASSE: 0"
51,4.5,0.0,1.0,0.188,0.0,3,11,ncgjkwzqmfrexffuijkmshckfpxbud.sandbox.alphasoc.xyz,1,1,TXT,1,"Tipo di record TXT con stringa molto lunga (51 caratteri) e alta entropia (4.5) suggerisce un payload codificato tipico di tunneling/data‑exfiltration.  
CLASSE: 1"
69,4.737,0.194,0.806,0.209,0.0,2,6,mm56qxgpjw0mvtsle7rab9tqe5dnde1lcy1aa8utl24i4lnyptex0aff.attacco.test,1,2,A,1,"Record A, ma il sottodominio è una stringa molto lunga (69) con alta entropia (4.74) e alta percentuale di cifre, tipica di dati codificati in query DNS per tunneling/exfiltration.  
CLASSE: 1"
8,2.406,0.14300000000000002,0.857,0.14300000000000002,0.0,1,3,dmm5.com,1,3,A,0,"Il dominio è corto (8 caratteri), ha bassa entropia (2.4) e utilizza un record A, tipico dei domini legittimi; non presenta sequenze anomale né caratteri speciali.  
CLASSE: 0"
51,4.368,0.0,1.0,0.146,0.0,3,11,xvgscprgqmkevkjjcxqwbaymvgbdkg.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e contiene una stringa estremamente lunga (51 caratteri) con alta entropia (4.368) e pochissime vocali, tipico dell’uso di TXT per trasportare payload codificati. Queste caratteristiche corrispondono al pattern di tunneling / data exfiltration.  

CLASSE: 1"
